,Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
387,370,Dario ?ari?,PF,28,PHO,7,0,9.0,1.0,3.3,.304,0.3,1.3,.222,0.7,2.0,.357,.348,0.1,0.3,.500,1.3,1.6,2.9,0.9,0.4,0.0,0.4,1.1,2.4
388,371,Jordan Schakel,SF,24,WAS,2,0,3.0,0.5,1.0,.500,0.5,0.5,1.000,0.0,0.5,.000,.750,0.0,0.0,,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.5,1.5
389,372,Admiral Schofield,PF,25,ORL,5,0,6.4,0.6,1.2,.500,0.4,1.0,.400,0.2,0.2,1.000,.667,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.6
390,373,Dereon Seabron,SG,22,NOP,2,0,1.5,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
391,374,Alperen ?eng?n,C,20,HOU,12,9,26.5,5.8,10.2,.574,0.3,1.3,.200,5.6,8.9,.626,.586,4.2,5.3,.781,3.5,5.2,8.7,1.9,0.7,0.9,2.1,3.5,16.1
392,375,Collin Sexton,SG,24,UTA,16,1,21.8,4.5,9.7,.465,1.1,2.9,.370,3.4,6.8,.505,.519,3.3,4.1,.800,0.9,1.9,2.8,1.9,0.7,0.1,1.6,2.2,13.3
393,376,Landry Shamet,SG,25,PHO,9,0,16.2,2.2,5.6,.400,1.3,3.7,.364,0.9,1.9,.471,.520,1.2,1.4,.846,0.2,0.4,0.7,1.2,0.6,0.1,0.9,1.3,7.0
394,377,Day'Ron Sharpe,C,21,BRK,11,0,9.2,1.0,2.3,.440,0.1,0.2,.500,0.9,2.1,.435,.460,0.7,1.1,.667,0.9,2.3,3.2,0.8,0.3,0.5,0.7,2.0,2.8
395,378,Shaedon Sharpe,SG,19,POR,13,4,21.0,3.8,7.1,.533,1.1,2.3,.467,2.7,4.8,.565,.609,0.7,1.0,.692,0.8,1.8,2.5,0.4,0.3,0.3,0.7,2.1,9.3
396,379,Pascal Siakam,C,28,TOR,9,9,35.7,8.9,18.6,.479,1.4,4.2,.342,7.4,14.3,.519,.518,5.6,7.7,.725,1.8,7.6,9.3,7.7,0.9,0.6,2.7,3.1,24.8
397,380,Ben Simmons,PG,26,BRK,10,6,26.6,2.5,5.2,.481,0.0,0.1,.000,2.5,5.1,.490,.481,0.8,1.7,.471,1.0,5.1,6.1,5.6,1.1,0.5,2.2,3.7,5.8
399,381,Marko Simonovic,C,23,CHI,1,0,2.0,0.0,1.0,.000,0.0,1.0,.000,0.0,0.0,,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
400,382,Anfernee Simons,SG,23,POR,12,12,35.9,7.7,18.2,.422,3.9,10.4,.376,3.8,7.8,.484,.530,3.1,3.6,.860,0.4,2.6,3.0,3.9,0.8,0.2,2.3,2.2,22.3
401,383,Jericho Sims,C,24,NYK,9,2,12.4,1.8,2.0,.889,0.0,0.0,,1.8,2.0,.889,.889,0.2,0.3,.667,2.0,2.1,4.1,0.3,0.2,0.7,0.2,2.2,3.8
402,384,Marcus Smart,PG,28,BOS,14,14,32.7,4.1,9.7,.419,1.5,5.1,.292,2.6,4.6,.563,.496,1.7,2.1,.828,0.3,2.9,3.2,7.1,1.1,0.3,1.6,3.1,11.4
403,385,Dennis Smith Jr.,PG,25,CHO,13,11,29.5,4.5,9.6,.464,0.8,2.2,.357,3.7,7.5,.495,.504,0.5,0.8,.545,0.7,2.9,3.6,6.2,1.9,0.6,1.6,2.5,10.2
404,386,Dru Smith,SG,25,MIA,1,0,6.0,1.0,3.0,.333,0.0,2.0,.000,1.0,1.0,1.000,.333,0.0,0.0,,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0
405,387,Ish Smith,PG,34,DEN,5,0,4.6,0.4,1.6,.250,0.0,0.2,.000,0.4,1.4,.286,.250,0.0,0.0,,0.0,0.4,0.4,0.4,0.0,0.2,0.8,0.8,0.8
406,388,Jabari Smith Jr.,PF,19,HOU,13,13,29.5,3.3,10.5,.316,1.7,5.7,.297,1.6,4.8,.339,.397,1.8,2.2,.821,1.5,5.2,6.7,0.8,0.4,1.0,1.2,3.6,10.1
407,389,Jalen Smith,PF,22,IND,12,12,23.8,4.2,9.4,.442,1.3,4.1,.327,2.8,5.3,.531,.513,1.3,2.0,.667,1.8,5.8,7.6,1.1,0.2,0.8,1.6,2.3,11.0
408,390,Jeremy Sochan,PF,19,SAS,14,14,24.1,3.2,6.6,.484,0.4,2.4,.182,2.8,4.3,.650,.516,0.6,0.9,.667,1.1,2.9,4.0,1.6,0.9,0.6,1.1,2.6,7.4
409,391,Jaden Springer,PG,20,PHI,2,0,2.0,1.0,1.5,.667,0.0,0.0,,1.0,1.5,.667,.667,0.5,1.0,.500,0.5,0.5,1.0,0.0,0.0,0.5,0.0,0.5,2.5
410,392,Lamar Stevens,PF,25,CLE,4,1,13.3,1.8,3.8,.467,0.0,0.5,.000,1.8,3.3,.538,.467,1.8,2.0,.875,0.5,1.3,1.8,0.3,0.0,0.3,0.3,1.5,5.3
411,393,Isaiah Stewart,C,21,DET,15,15,27.1,3.8,8.0,.475,1.2,3.6,.333,2.6,4.4,.591,.550,3.2,4.3,.738,2.9,6.5,9.3,1.3,0.5,0.7,1.1,3.0,12.0
412,394,Max Strus,SF,26,MIA,14,7,32.9,5.4,11.8,.455,3.0,7.9,.378,2.4,3.9,.611,.582,1.0,1.2,.824,0.7,3.1,3.9,1.9,0.8,0.4,1.0,2.6,14.7
413,395,Jalen Suggs,PG,21,ORL,9,8,29.0,4.4,10.6,.421,1.1,4.3,.256,3.3,6.2,.536,.474,1.8,2.9,.615,0.7,2.3,3.0,5.1,1.7,0.4,3.3,3.9,11.8
414,396,Edmond Sumner,SG,27,BRK,13,7,17.6,2.8,6.5,.429,0.8,2.6,.294,2.0,3.8,.520,.488,2.3,2.4,.968,0.3,1.5,1.8,1.5,1.1,0.3,1.3,1.5,8.6
415,397,Cole Swider,SF,23,LAL,1,0,2.0,0.0,1.0,.000,0.0,1.0,.000,0.0,0.0,,.000,0.0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
416,398,Jae'Sean Tate,SF,27,HOU,3,2,22.7,3.3,6.7,.500,0.7,1.7,.400,2.7,5.0,.533,.550,1.0,1.3,.750,2.7,1.7,4.3,3.3,1.0,0.0,1.7,5.0,8.3
417,399,Jayson Tatum,PF,24,BOS,14,14,37.5,10.3,20.9,.491,3.5,9.5,.368,6.8,11.4,.594,.575,7.9,9.1,.866,0.8,6.6,7.4,3.9,0.9,1.4,2.4,2.2,31.9
418,400,Terry Taylor,SG,23,IND,8,2,11.8,0.9,2.6,.333,0.3,1.0,.250,0.6,1.6,.385,.381,0.4,0.5,.750,0.8,1.1,1.9,0.6,0.3,0.5,0.1,1.1,2.4
420,401,Garrett Temple,SG,36,NOP,2,0,10.5,1.0,2.0,.500,1.0,2.0,.500,0.0,0.0,,.750,0.0,0.0,,0.0,0.5,0.5,0.5,0.5,0.0,0.0,1.0,3.0
421,402,Dalen Terry,SG,20,CHI,8,0,3.5,0.4,1.3,.300,0.1,0.4,.333,0.3,0.9,.286,.350,0.3,0.3,1.000,0.0,0.3,0.3,0.5,0.1,0.3,0.5,0.3,1.1
422,403,Cam Thomas,SG,21,BRK,10,0,19.5,2.9,7.2,.403,0.6,1.7,.353,2.3,5.5,.418,.444,3.2,3.8,.842,0.1,1.7,1.8,2.3,0.8,0.2,1.0,1.0,9.6
423,404,Klay Thompson,SG,32,GSW,11,11,28.5,5.4,15.3,.351,3.2,9.6,.330,2.2,5.6,.387,.455,0.8,1.1,.750,0.3,3.1,3.4,2.5,0.5,0.5,1.6,1.7,14.7
424,405,JT Thor,PF,20,CHO,13,0,11.0,0.9,2.9,.316,0.3,1.5,.200,0.6,1.4,.444,.368,0.5,0.7,.778,0.6,1.5,2.2,0.6,0.2,0.4,0.7,0.5,2.7
425,406,Matisse Thybulle,SG,25,PHI,13,3,13.1,0.6,2.1,.296,0.2,1.2,.188,0.4,0.8,.455,.352,0.1,0.2,.333,0.3,1.2,1.5,0.6,1.0,0.4,0.2,1.3,1.5
426,407,Xavier Tillman Sr.,PF,24,MEM,8,0,11.4,1.5,2.9,.522,0.1,0.5,.250,1.4,2.4,.579,.543,0.4,1.1,.333,1.4,1.5,2.9,0.8,0.0,0.3,0.9,1.0,3.5
427,408,Isaiah Todd,PF,21,WAS,3,0,3.0,0.3,1.0,.333,0.0,0.7,.000,0.3,0.3,1.000,.333,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7
428,409,Obi Toppin,PF,24,NYK,14,0,17.8,3.8,7.7,.491,1.8,4.2,.424,2.0,3.5,.571,.606,0.6,0.6,1.000,0.9,3.2,4.1,1.3,0.6,0.2,1.0,0.9,10.0
429,410,Juan Toscano-Anderson,SF,29,LAL,10,0,12.3,1.0,2.5,.400,0.2,1.1,.182,0.8,1.4,.571,.440,0.4,0.5,.800,0.1,2.0,2.1,0.5,0.3,0.3,0.8,1.7,2.6
430,411,Karl-Anthony Towns,PF,27,MIN,14,14,34.3,7.6,14.7,.515,2.1,5.6,.367,5.5,9.1,.606,.585,4.1,4.6,.891,1.9,7.4,9.3,5.2,0.6,0.6,2.9,3.9,21.3
431,412,Gary Trent Jr.,SG,24,TOR,14,14,32.0,5.8,13.9,.415,2.2,6.8,.326,3.6,7.1,.500,.495,2.8,3.6,.780,0.7,1.2,1.9,1.4,1.4,0.2,1.0,1.3,16.6
432,413,P.J. Tucker,PF,37,PHI,14,14,28.4,1.9,3.4,.574,0.8,1.7,.458,1.1,1.6,.696,.691,0.2,0.3,.750,1.3,3.1,4.4,0.8,0.6,0.5,1.1,2.6,4.9
433,414,Myles Turner,C,26,IND,7,7,28.3,5.4,10.7,.507,1.4,3.9,.370,4.0,6.9,.583,.573,5.6,6.6,.848,1.6,7.1,8.7,1.4,0.3,3.1,1.9,3.7,17.9
434,415,Jonas Valan?i?nas,C,30,NOP,14,14,23.6,4.7,9.5,.496,0.4,1.2,.353,4.3,8.3,.517,.519,3.1,3.7,.846,3.1,6.4,9.6,2.1,0.5,0.3,1.5,2.3,13.0
435,416,Jarred Vanderbilt,PF,23,UTA,14,14,24.9,3.4,5.9,.578,0.5,1.1,.438,2.9,4.8,.612,.620,0.8,1.4,.579,2.4,5.9,8.3,2.6,1.3,0.4,1.7,3.5,8.1
436,417,Fred VanVleet,PG,28,TOR,10,10,36.5,6.0,14.7,.408,3.5,8.3,.422,2.5,6.4,.391,.527,2.9,3.5,.829,0.6,3.1,3.7,6.8,2.3,0.7,1.4,2.4,18.4
437,418,Devin Vassell,SG,22,SAS,11,9,31.3,7.3,15.9,.457,3.1,7.4,.420,4.2,8.5,.489,.554,2.0,2.5,.786,0.1,3.8,3.9,3.4,0.8,0.5,1.5,1.3,19.6
438,419,Gabe Vincent,PG,26,MIA,14,0,25.9,3.4,8.5,.403,1.5,4.7,.318,1.9,3.8,.509,.492,1.4,1.7,.833,0.3,2.0,2.3,3.0,0.9,0.1,1.4,2.6,9.8
439,420,Noah Vonleh,C,27,BOS,12,1,10.6,0.8,1.6,.526,0.1,0.2,.500,0.8,1.4,.529,.553,0.2,0.2,1.000,1.3,1.7,3.0,0.3,0.2,0.5,0.8,2.3,1.9
441,421,Nikola Vu?evi?,C,32,CHI,14,14,31.1,6.0,12.8,.469,1.7,4.4,.393,4.3,8.4,.508,.536,2.3,2.5,.914,2.6,8.9,11.5,2.9,0.2,0.8,2.4,2.4,16.0
442,422,Dean Wade,PF,26,CLE,11,4,22.8,2.5,4.6,.529,1.6,3.3,.500,0.8,1.4,.600,.706,0.7,1.0,.727,0.5,2.8,3.3,1.0,0.5,0.4,0.4,2.5,7.3
443,423,Franz Wagner,SF,21,ORL,14,14,34.1,7.5,15.2,.493,0.9,3.8,.245,6.6,11.4,.575,.523,2.7,3.1,.864,1.1,3.1,4.1,4.4,0.8,0.3,2.8,2.2,18.6
444,424,Jabari Walker,SF,20,POR,8,0,9.0,1.1,2.1,.529,0.1,0.6,.200,1.0,1.5,.667,.559,0.5,0.8,.667,0.6,1.9,2.5,1.0,0.1,0.1,0.3,0.8,2.9
445,425,Lonnie Walker IV,SG,24,LAL,11,11,31.1,6.2,13.1,.472,1.8,5.1,.357,4.4,8.0,.545,.542,2.4,2.9,.813,0.5,2.0,2.5,1.7,1.1,0.6,1.1,2.1,16.5
446,426,John Wall,PG,32,LAC,11,0,22.9,5.0,11.3,.444,0.9,3.6,.250,4.1,7.6,.536,.484,2.1,3.5,.590,0.4,2.3,2.6,5.0,1.1,0.3,1.6,1.9,13.0
447,427,Duane Washington Jr.,SG,22,PHO,6,0,6.0,2.0,4.8,.414,1.0,2.7,.375,1.0,2.2,.462,.517,0.0,0.0,,0.0,0.0,0.0,0.8,0.0,0.0,0.3,0.2,5.0
448,428,P.J. Washington,PF,24,CHO,15,15,31.5,5.5,13.0,.426,1.6,5.0,.320,3.9,8.0,.492,.487,1.9,2.4,.778,1.3,3.3,4.5,1.7,0.6,1.1,1.7,2.8,14.5
449,429,TyTy Washington Jr.,PG,21,HOU,1,0,4.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,1.0,2.0,.500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
450,430,Yuta Watanabe,SF,28,BRK,12,0,16.8,2.6,4.4,.585,1.3,2.4,.517,1.3,2.0,.667,.726,0.1,0.3,.333,0.7,1.9,2.6,0.7,0.3,0.6,0.3,1.1,6.5
451,431,Lindy Waters III,SG,25,OKC,2,0,8.0,0.5,3.0,.167,0.5,3.0,.167,0.0,0.0,,.250,0.0,0.0,,0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.0,1.5
452,432,Trendon Watford,PF,22,POR,6,0,17.2,1.7,3.5,.476,0.0,0.7,.000,1.7,2.8,.588,.476,1.5,1.7,.900,0.5,2.5,3.0,2.3,1.0,0.0,1.3,2.5,4.8
453,433,Peyton Watson,SG,20,DEN,4,0,2.3,0.8,1.8,.429,0.0,0.0,,0.8,1.8,.429,.429,0.0,0.0,,0.5,0.3,0.8,0.0,0.0,0.0,0.0,0.3,1.5
454,434,Blake Wesley,SG,19,SAS,2,0,11.5,3.0,4.5,.667,1.0,1.5,.667,2.0,3.0,.667,.778,1.0,2.0,.500,0.5,0.5,1.0,2.0,0.0,0.0,1.0,1.5,8.0
455,435,Russell Westbrook,PG,34,LAL,12,3,29.3,5.7,13.8,.412,1.5,4.4,.340,4.2,9.3,.446,.467,3.5,4.3,.808,1.2,4.3,5.5,7.2,1.2,0.4,3.8,2.7,16.3
456,436,Coby White,PG,22,CHI,7,0,21.9,3.0,7.9,.382,1.4,4.9,.294,1.6,3.0,.524,.473,0.7,1.3,.556,0.1,1.6,1.7,1.7,0.7,0.0,0.9,2.0,8.1
457,437,Derrick White,SG,28,BOS,14,10,25.6,3.0,7.0,.429,1.4,3.6,.400,1.6,3.4,.458,.531,1.5,1.7,.875,0.6,2.6,3.2,3.1,0.7,0.9,0.6,2.9,8.9
458,438,Jack White,SF,25,DEN,2,0,2.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.5,0.5,0.0,0.5,0.0,0.0,0.0,0.0
459,439,Aaron Wiggins,SG,24,OKC,11,4,20.7,2.1,4.9,.426,0.6,1.8,.350,1.5,3.1,.471,.491,1.0,1.3,.786,0.8,3.2,4.0,1.9,0.5,0.4,0.8,1.7,5.8
460,440,Andrew Wiggins,SF,27,GSW,13,13,33.4,7.1,14.4,.492,2.4,6.2,.388,4.7,8.2,.570,.575,1.8,2.4,.742,1.6,4.2,5.8,2.4,1.4,1.0,1.3,2.8,18.3
462,441,Grant Williams,PF,24,BOS,13,5,28.2,3.2,5.4,.586,1.6,3.3,.488,1.5,2.1,.741,.736,1.4,1.7,.818,0.8,4.2,5.0,1.8,0.7,0.6,0.7,2.6,9.3
463,442,Jalen Williams,SG,21,OKC,10,3,22.8,3.7,6.7,.552,0.5,2.1,.238,3.2,4.6,.696,.590,0.5,0.6,.833,0.3,2.2,2.5,2.4,0.9,0.4,1.3,2.6,8.4
464,443,Jaylin Williams,PF,20,OKC,3,0,7.0,1.3,3.0,.444,0.0,0.7,.000,1.3,2.3,.571,.444,0.0,0.3,.000,1.7,1.7,3.3,0.7,0.3,0.0,0.0,1.0,2.7
465,444,Kenrich Williams,PF,28,OKC,13,2,20.5,2.5,5.2,.485,0.5,1.8,.304,2.0,3.5,.578,.537,0.2,0.7,.333,1.8,2.2,4.1,1.7,0.7,0.2,0.3,1.8,5.8
466,445,Mark Williams,C,21,CHO,3,0,4.3,1.3,2.3,.571,0.0,0.0,,1.3,2.3,.571,.571,1.0,1.0,1.000,1.3,1.3,2.7,0.0,0.0,0.0,0.7,1.0,3.7
467,446,Patrick Williams,PF,21,CHI,14,14,25.1,3.6,7.9,.464,1.1,2.9,.375,2.6,5.0,.514,.532,0.9,1.0,.929,1.2,2.5,3.7,0.8,0.8,1.1,1.5,1.9,9.3
468,447,Vince Williams Jr.,SG,22,MEM,3,0,6.0,0.3,2.0,.167,0.0,1.7,.000,0.3,0.3,1.000,.167,0.0,0.0,,0.3,0.7,1.0,0.7,0.7,0.3,0.0,1.3,0.7
469,448,Zion Williamson,PF,22,NOP,11,11,32.2,9.0,15.9,.566,0.3,0.5,.500,8.7,15.4,.568,.574,5.3,7.4,.716,2.1,4.3,6.4,3.9,1.1,0.3,2.7,2.7,23.5
470,449,Justise Winslow,SF,26,POR,11,4,26.6,3.2,8.1,.393,0.5,1.8,.250,2.7,6.3,.435,.421,1.1,1.6,.667,1.7,3.1,4.8,3.5,1.3,0.5,1.3,2.5,7.9
471,450,James Wiseman,C,21,GSW,11,0,13.4,2.7,4.6,.588,0.0,0.0,,2.7,4.6,.588,.588,1.4,2.1,.652,1.0,2.8,3.8,1.0,0.1,0.4,0.7,2.4,6.8
472,451,Christian Wood,PF,27,DAL,11,0,24.6,5.8,9.9,.587,1.4,3.0,.455,4.5,6.9,.645,.656,2.8,4.4,.646,1.2,6.3,7.5,0.7,0.5,0.5,2.5,2.7,15.8
473,452,Delon Wright,PG,30,WAS,4,0,22.8,2.5,6.0,.417,0.8,3.0,.250,1.8,3.0,.583,.479,0.8,1.3,.600,1.0,1.5,2.5,3.3,2.8,1.0,1.0,1.3,6.5
474,453,McKinley Wright IV,PG,24,DAL,1,0,5.0,1.0,4.0,.250,0.0,1.0,.000,1.0,3.0,.333,.250,0.0,0.0,,1.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,2.0
475,454,Thaddeus Young,PF,34,TOR,12,2,13.8,1.4,3.0,.472,0.1,0.8,.111,1.3,2.3,.593,.486,0.7,0.8,.800,1.4,1.6,3.0,1.4,1.0,0.2,0.5,1.3,3.6
476,455,Trae Young,PG,24,ATL,13,13,35.1,8.5,22.4,.378,2.3,7.5,.309,6.2,14.9,.412,.430,7.7,8.5,.909,0.8,2.3,3.2,9.3,0.8,0.2,3.6,1.3,26.9
477,456,Ivica Zubac,C,25,LAC,15,15,30.5,3.9,6.6,.596,0.0,0.1,.000,3.9,6.5,.602,.596,2.1,3.3,.640,2.7,7.9,10.6,1.5,0.5,2.1,2.1,2.9,10.0
